"","Sample_ID","IMIC_Sample_ID","Extraction_Sample_ID","Country","Forest_Stand","Plot_ID","Longitude","Latitude","Soil_Horizon","Soil_Horizon_depth_ranges","Soil_depth_horizon_in_cm","C_in_g_per_m_square","N_in_g_per_m_square","CN_ratio_g_per_m_square","empty.F50","wet.F50","dry.F50","ph_stand_ranges","elevation_stand_ranges","slope_stand_ranges","aspect_stand_ranges","mean_annual_precipitation_stand_ranges","mean_annual_temp_stand_ranges","stand_area","mean_height_of_dominant_tree_in_stand","Total_C_in_Mg_per_ha","richness","shannon","evenness"
"18","HOF018","Bad_02_02_2","BAD_18","Slovakia","Badin","Bad_02_02",19.0536638,48.6887252,"2","10_20",20,1370.261504,98.79628396,13.86956522,13.572,38.195,33.011,"4.57-6.29","700-850","20-40","N-NE","850-900","5.5-6",30.7,"44",345.515,273,3.36720337845997,0.600271023975965
"19","HOF019","Bad_02_02_3","BAD_19","Slovakia","Badin","Bad_02_02",19.0536638,48.6887252,"3","20_40",40,1497.332602,118.6909989,12.61538462,13.428,38.685,33.697,"4.57-6.29","700-850","20-40","N-NE","850-900","5.5-6",30.7,"44",345.515,367,3.91731656533822,0.663349116638588
"20","HOF020","Bad_02_02_4","BAD_20","Slovakia","Badin","Bad_02_02",19.0536638,48.6887252,"4","40_80",80,1872.656386,141.6294745,13.22222222,13.527,38.828,33.466,"4.57-6.29","700-850","20-40","N-NE","850-900","5.5-6",30.7,"44",345.515,398,3.86838150173385,0.64618934526145
"21","HOF021","Bad_03_01_FH","BAD_21","Slovakia","Badin","Bad_03_01",19.05286,48.6865352,"FH","FH",4.25,131.384336,6.929656,18.95971979,13.462,20.595,18.042,"4.57-6.29","700-850","20-40","N-NE","850-900","5.5-6",30.7,"44",277.104,531,4.51505974428725,0.719558722546358
"22","HOF022","Bad_03_01_1","BAD_22","Slovakia","Badin","Bad_03_01",19.05286,48.6865352,"1","0_10",10,2729.506165,194.2345211,14.05263158,13.616,32.406,26.981,"4.57-6.29","700-850","20-40","N-NE","850-900","5.5-6",30.7,"44",277.104,602,5.03350186179592,0.786453030180109
"23","HOF023","Bad_03_01_2","BAD_23","Slovakia","Badin","Bad_03_01",19.05286,48.6865352,"2","10_20",20,1923.019056,146.748672,13.10416667,13.406,37.889,31.99,"4.57-6.29","700-850","20-40","N-NE","850-900","5.5-6",30.7,"44",277.104,482,4.60996017368336,0.746196483584053
"24","HOF024","Bad_03_01_3","BAD_24","Slovakia","Badin","Bad_03_01",19.05286,48.6865352,"3","20_40",40,2899.262172,220.8961655,13.125,13.5,39.511,33.741,"4.57-6.29","700-850","20-40","N-NE","850-900","5.5-6",30.7,"44",277.104,478,4.41312795211073,0.715300874473257
"25","HOF025","Bad_03_01_4","BAD_25","Slovakia","Badin","Bad_03_01",19.05286,48.6865352,"4","40_80",80,1438.098129,105.1101623,13.68181818,13.548,38.972,33.304,"4.57-6.29","700-850","20-40","N-NE","850-900","5.5-6",30.7,"44",277.104,424,4.1326791882715,0.683117565237104
"26","HOF026","Bad_03_02_FH","BAD_26","Slovakia","Badin","Bad_03_02",19.0524336,48.6861552,"FH","FH",5.43,656.7810773,33.208032,19.77777778,13.606,24.114,19.631,"4.57-6.29","700-850","20-40","N-NE","850-900","5.5-6",30.7,"44",277.104,639,5.1942660536534,0.804077845165887
"27","HOF027","Bad_03_02_1","BAD_27","Slovakia","Badin","Bad_03_02",19.0524336,48.6861552,"1","0_10",10,2937.270153,178.273622,16.47619048,13.404,33.307,26.932,"4.57-6.29","700-850","20-40","N-NE","850-900","5.5-6",30.7,"44",277.104,610,5.17741584765365,0.80727356052815
"28","HOF028","Bad_03_02_2","BAD_28","Slovakia","Badin","Bad_03_02",19.0524336,48.6861552,"2","10_20",20,2250.798275,157.0324378,14.33333333,13.482,37.195,31.28,"4.57-6.29","700-850","20-40","N-NE","850-900","5.5-6",30.7,"44",277.104,471,4.37837834643626,0.711369503497212
"29","HOF029","Bad_03_02_3","BAD_29","Slovakia","Badin","Bad_03_02",19.0524336,48.6861552,"3","20_40",40,3352.423218,245.6230873,13.64864865,13.356,39.751,33.527,"4.57-6.29","700-850","20-40","N-NE","850-900","5.5-6",30.7,"44",277.104,416,4.31892809833925,0.716158763382744
"30","HOF030","Bad_03_02_4","BAD_30","Slovakia","Badin","Bad_03_02",19.0524336,48.6861552,"4","40_80",80,1567.99926,127.1350751,12.33333333,13.422,39.034,33.612,"4.57-6.29","700-850","20-40","N-NE","850-900","5.5-6",30.7,"44",277.104,345,3.78634584081026,0.647953634060645
"31","HOF031","Bad_04_01_FH","BAD_31","Slovakia","Badin","Bad_04_01",19.0517427,48.6871004,"FH","FH",7.62,1789.092561,78.93055418,22.66666667,13.585,21.984,17.677,"4.57-6.29","700-850","20-40","N-NE","850-900","5.5-6",30.7,"44",377.482,445,4.32102419354966,0.708588317165381
"32","HOF032","Bad_04_01_1","BAD_32","Slovakia","Badin","Bad_04_01",19.0517427,48.6871004,"1","0_10",10,2907.922,216.036658,13.46031746,13.554,34.926,28.264,"4.57-6.29","700-850","20-40","N-NE","850-900","5.5-6",30.7,"44",377.482,402,4.40900866131631,0.735269555423347
"33","HOF033","Bad_04_01_2","BAD_33","Slovakia","Badin","Bad_04_01",19.0517427,48.6871004,"2","10_20",20,2343.313553,187.4650842,12.5,13.463,37.5,31.543,"4.57-6.29","700-850","20-40","N-NE","850-900","5.5-6",30.7,"44",377.482,376,4.0327759919444,0.680110526112927
"34","HOF034","Bad_04_01_3","BAD_34","Slovakia","Badin","Bad_04_01",19.0517427,48.6871004,"3","20_40",40,3514.727657,294.3807429,11.93939394,13.615,39.597,33.626,"4.57-6.29","700-850","20-40","N-NE","850-900","5.5-6",30.7,"44",377.482,380,4.19674309898048,0.706502038482221
"35","HOF035","Bad_04_01_4","BAD_35","Slovakia","Badin","Bad_04_01",19.0517427,48.6871004,"4","40_80",80,3879.494985,315.0858871,12.3125,13.596,43.473,36.049,"4.57-6.29","700-850","20-40","N-NE","850-900","5.5-6",30.7,"44",377.482,342,3.7737883386867,0.646771336508941
"36","HOF036","Bad_04_02_FH","BAD_36","Slovakia","Badin","Bad_04_02",19.0508924,48.6873289,"FH","FH",5.93,634.2476425,29.5417936,21.46950355,13.391,21.781,17.548,"4.57-6.29","700-850","20-40","N-NE","850-900","5.5-6",30.7,"44",377.482,550,4.87524563608508,0.77263213580879
"37","HOF037","Bad_04_02_1","BAD_37","Slovakia","Badin","Bad_04_02",19.0508924,48.6873289,"1","0_10",10,2809.471639,158.6812367,17.70512821,13.486,36.115,28.772,"4.57-6.29","700-850","20-40","N-NE","850-900","5.5-6",30.7,"44",377.482,491,4.92636363633972,0.795030752273263
"38","HOF038","Bad_04_02_2","BAD_38","Slovakia","Badin","Bad_04_02",19.0508924,48.6873289,"2","10_20",20,3241.46046,221.4112336,14.64,13.464,38.684,32.016,"4.57-6.29","700-850","20-40","N-NE","850-900","5.5-6",30.7,"44",377.482,362,4.31900529703721,0.733072999956117
"39","HOF039","Bad_04_02_3","BAD_39","Slovakia","Badin","Bad_04_02",19.0508924,48.6873289,"3","20_40",40,3828.913766,245.9687644,15.56666667,13.429,41.55,34.857,"4.57-6.29","700-850","20-40","N-NE","850-900","5.5-6",30.7,"44",377.482,395,4.35491032393559,0.728381590680486
"40","HOF040","Bad_04_02_4","BAD_40","Slovakia","Badin","Bad_04_02",19.0508924,48.6873289,"4","40_80",80,2395.410735,164.2015423,14.58823529,13.69,41.143,35.07,"4.57-6.29","700-850","20-40","N-NE","850-900","5.5-6",30.7,"44",377.482,429,4.02964392686195,0.664797915873764
"41","HOF041","Dob_1a_01_FH","DOB_1","Slovakia","Dobroc","Dob_1a_01",19.6764555,48.6789829,"FH","FH",7,1434.72,75.67,18.95921697,13.579,24.94,19.082,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",298.084,532,4.79843836846518,0.764491145086286
"42","HOF042","Dob_1a_01_1","DOB_2","Slovakia","Dobroc","Dob_1a_01",19.6764555,48.6789829,"1","0_10",10,3239.38,203.26,15.9375,13.495,33.209,26.646,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",298.084,366,4.03479334601628,0.683558188035246
"43","HOF043","Dob_1a_01_2","DOB_3","Slovakia","Dobroc","Dob_1a_01",19.6764555,48.6789829,"2","10_20",20,2160.05,136.66,15.80645161,13.643,35.546,29.804,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",298.084,313,3.53508962668551,0.615204424463314
"44","HOF044","Dob_1a_01_3","DOB_4","Slovakia","Dobroc","Dob_1a_01",19.6764555,48.6789829,"3","20_40",40,2450.801289,139.2,17.60606061,13.401,36.688,30.824,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",298.084,297,3.59449619454687,0.631307568905539
"45","HOF045","Dob_1a_01_4","DOB_5","Slovakia","Dobroc","Dob_1a_01",19.6764555,48.6789829,"4","40_80",80,3001.8,131.39,22.84615385,13.33,41.637,35.808,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",298.084,371,4.13952242564872,0.699692536164716
"46","HOF046","Dob_1a_02_FH","DOB_6","Slovakia","Dobroc","Dob_1a_02",19.0508924,48.6873289,"FH","FH",5.93,238.31,10.84,21.97530864,13.381,25.703,18.937,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",298.084,580,4.76873319757251,0.749443994270453
"47","HOF047","Dob_1a_02_1","DOB_7","Slovakia","Dobroc","Dob_1a_02",19.0508924,48.6873289,"1","0_10",10,2863.89,170.4,16.80733945,13.6,31.117,25.175,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",298.084,507,4.78364101651808,0.768023210324259
"48","HOF048","Dob_1a_02_2","DOB_8","Slovakia","Dobroc","Dob_1a_02",19.0508924,48.6873289,"2","10_20",20,2913.2,200.69,14.515625,13.727,38.024,31.335,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",298.084,421,4.68459856544761,0.775257854380143
"49","HOF049","Dob_1a_02_3","DOB_9","Slovakia","Dobroc","Dob_1a_02",19.0508924,48.6873289,"3","20_40",40,2957.717603,180.97,16.34375,13.463,36.231,30.785,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",298.084,419,4.3341111583361,0.71782110214307
"50","HOF050","Dob_1a_02_4","DOB_10","Slovakia","Dobroc","Dob_1a_02",19.0508924,48.6873289,"4","40_80",80,4226.33,182.17,23.2,13.59,42.674,37.201,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",298.084,191,2.75371313157879,0.524289751724316
"51","HOF051","Dob_1b_01_FH","DOB_11","Slovakia","Dobroc","Dob_1b_01",19.6763364,48.6794298,"FH","FH",4.75,1135.26,51.93,21.86219081,13.368,23.253,17.167,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",330.576,561,4.91417584930013,0.77636532836898
"52","HOF052","Dob_1b_01_1","DOB_12","Slovakia","Dobroc","Dob_1b_01",19.6763364,48.6794298,"1","0_10",10,4349.04,302.15,14.39344262,13.526,31.454,25.086,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",330.576,341,4.14195571472251,0.710226197262436
"53","HOF053","Dob_1b_01_2","DOB_13","Slovakia","Dobroc","Dob_1b_01",19.6763364,48.6794298,"2","10_20",20,2244.89,153.45,14.62962963,13.661,38.461,32.032,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",330.576,267,3.31962750583175,0.594143505827469
"54","HOF054","Dob_1b_01_3","DOB_14","Slovakia","Dobroc","Dob_1b_01",19.6763364,48.6794298,"3","20_40",40,2692.354181,152.18,17.69230769,13.688,37.629,31.776,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",330.576,254,3.50805892333693,0.63352847311957
"55","HOF055","Dob_1b_01_4","DOB_15","Slovakia","Dobroc","Dob_1b_01",19.6763364,48.6794298,"4","40_80",80,4496.01,227.65,19.75,13.532,40.662,35.353,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",330.576,255,3.59525722905362,0.6488154190383
"56","HOF056","Dob_1b_02_FH","DOB_16","Slovakia","Dobroc","Dob_1b_02",19.6767481,48.6796817,"FH","FH",5.5,1208.73,66.03,18.30573248,13.522,25.46,20.164,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",330.576,548,4.8893580621053,0.775316306318678
"57","HOF057","Dob_1b_02_1","DOB_17","Slovakia","Dobroc","Dob_1b_02",19.6767481,48.6796817,"1","0_10",10,5171.03,366.65,14.10344828,13.491,32.668,27.049,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",330.576,390,4.16719032775645,0.698472650769654
"58","HOF058","Dob_1b_02_2","DOB_18","Slovakia","Dobroc","Dob_1b_02",19.6767481,48.6796817,"2","10_20",20,2402.66,169.73,14.15555556,13.465,36.795,30.788,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",330.576,324,3.6652887111538,0.634051433200704
"59","HOF059","Dob_1b_02_3","DOB_19","Slovakia","Dobroc","Dob_1b_02",19.6767481,48.6796817,"3","20_40",40,2706.720948,151.17,17.9047619,13.639,39.519,34.124,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",330.576,222,3.8306004827933,0.709018920072148
"60","HOF060","Dob_1b_02_4","DOB_20","Slovakia","Dobroc","Dob_1b_02",19.6767481,48.6796817,"4","40_80",80,2492.84,112.04,22.25,13.535,40.223,35.019,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",330.576,266,4.14605355518,0.742555081241678
"61","HOF061","Dob_2a_01_FH","DOB_21","Slovakia","Dobroc","Dob_2a_01",19.6786143,48.6799027,"FH","FH",5.62,818.3,43.62,18.76106195,13.688,24.479,20.441,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",309.922,505,4.56286602226235,0.733042524077253
"62","HOF062","Dob_2a_01_1","DOB_22","Slovakia","Dobroc","Dob_2a_01",19.6786143,48.6799027,"1","0_10",10,2230.32,167.63,13.30487805,13.372,35.474,29.178,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",309.922,323,3.92464220210689,0.679279745915518
"63","HOF063","Dob_2a_01_2","DOB_23","Slovakia","Dobroc","Dob_2a_01",19.6786143,48.6799027,"2","10_20",20,1798.91,142.92,12.58695652,13.539,37.721,31.692,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",309.922,261,3.41335681192713,0.613414375735829
"64","HOF064","Dob_2a_01_3","DOB_24","Slovakia","Dobroc","Dob_2a_01",19.6786143,48.6799027,"3","20_40",40,2014.053211,144.31,13.95652174,13.468,37.965,32.702,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",309.922,265,2.98736364343616,0.535395751515288
"65","HOF065","Dob_2a_01_4","DOB_25","Slovakia","Dobroc","Dob_2a_01",19.6786143,48.6799027,"4","40_80",80,2614.8,165.14,15.83333333,13.728,40.99,35.762,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",309.922,404,4.16117433590726,0.693365551378265
"66","HOF066","Dob_2a_02_FH","DOB_26","Slovakia","Dobroc","Dob_2a_02",19.6787633,48.6799636,"FH","FH",4.5,605.8,26.92,22.50282486,13.419,22.256,17.446,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",309.922,616,4.90901533463746,0.764257604060259
"67","HOF067","Dob_2a_02_1","DOB_27","Slovakia","Dobroc","Dob_2a_02",19.6787633,48.6799636,"1","0_10",10,2871.02,170.94,16.79518072,13.553,34.251,27.072,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",309.922,501,4.30356423489755,0.692269087814095
"68","HOF068","Dob_2a_02_2","DOB_28","Slovakia","Dobroc","Dob_2a_02",19.6787633,48.6799636,"2","10_20",20,1143.44,78.96,14.48148148,13.443,35.95,29.579,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",309.922,396,3.58128368832684,0.598735275946679
"69","HOF069","Dob_2a_02_3","DOB_29","Slovakia","Dobroc","Dob_2a_02",19.6787633,48.6799636,"3","20_40",40,1687.462158,123.94,13.61538462,13.713,37.632,32.414,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",309.922,345,3.51124173339793,0.600875339145914
"70","HOF070","Dob_2a_02_4","DOB_30","Slovakia","Dobroc","Dob_2a_02",19.6787633,48.6799636,"4","40_80",80,1374.11,94.12,14.6,13.505,36.492,32.336,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",309.922,477,4.27000437983855,0.692337732075285
"71","HOF071","Dob_2b_01_FH","DOB_31","Slovakia","Dobroc","Dob_2b_01",19.6777464,48.680414,"FH","FH",4.12,1184.48,65.49,18.08707124,13.385,26.755,21.212,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",227.363,524,4.7166819817185,0.753284076624937
"72","HOF072","Dob_2b_01_1","DOB_32","Slovakia","Dobroc","Dob_2b_01",19.6777464,48.680414,"1","0_10",10,5305.68,304.83,17.40540541,13.736,36.266,29.527,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",227.363,352,3.3916371819733,0.578419255987285
"73","HOF073","Dob_2b_01_2","DOB_33","Slovakia","Dobroc","Dob_2b_01",19.6777464,48.680414,"2","10_20",20,2490.77,143.31,17.38,13.407,36.007,30.1,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",227.363,313,3.4139255252382,0.594118483463736
"74","HOF074","Dob_2b_01_3","DOB_34","Slovakia","Dobroc","Dob_2b_01",19.6777464,48.680414,"3","20_40",40,2752.785502,166.28,16.55555556,13.688,39.86,33.349,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",227.363,340,3.08641636874886,0.529498226818978
"75","HOF075","Dob_2b_01_4","DOB_35","Slovakia","Dobroc","Dob_2b_01",19.6777464,48.680414,"4","40_80",80,3187.35,189.72,16.8,13.613,42.914,37.391,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",227.363,411,3.83273457013952,0.636815686580726
"76","HOF076","Dob_2b_02_FH","DOB_36","Slovakia","Dobroc","Dob_2b_02",19.6784095,48.6804846,"FH","FH",5.87,977.96,46.85,20.87545126,13.577,25.094,19.465,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",227.363,493,4.54203746086316,0.732526528607938
"77","HOF077","Dob_2b_02_1","DOB_37","Slovakia","Dobroc","Dob_2b_02",19.6784095,48.6804846,"1","0_10",10,2954.83,197.29,14.97674419,13.525,34.116,27.357,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",227.363,397,4.37106706174501,0.730466846021134
"78","HOF078","Dob_2b_02_2","DOB_38","Slovakia","Dobroc","Dob_2b_02",19.6784095,48.6804846,"2","10_20",20,1595.75,116.83,13.65909091,13.679,37.443,31.336,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",227.363,365,4.18588751630091,0.709484803792254
"79","HOF079","Dob_2b_02_3","DOB_39","Slovakia","Dobroc","Dob_2b_02",19.6784095,48.6804846,"3","20_40",40,1837.703301,128.1,14.34615385,13.712,39.447,33.535,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",227.363,349,4.07356698361687,0.695733039276582
"80","HOF080","Dob_2b_02_4","DOB_40","Slovakia","Dobroc","Dob_2b_02",19.6784095,48.6804846,"4","40_80",80,2534.09,154.36,16.41666667,13.591,34.89,30.503,"3.78-5.89","720-1000","30-50","W","890-960","4.5-5",101.82,"38",227.363,287,4.55561955165731,0.804953417641555
"81","HOF081","SIN_01_01_FH","SIN_1","Romania","Sinca","SIN_01_01",25.1721624,45.6644426,"FH","FH",4.6,1369.650559,70.77659493,19.35174419,13.472,24.378,18.398,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",336.829,510,4.66060446074891,0.747561343933092
"82","HOF082","SIN_01_01_1","SIN_2","Romania","Sinca","SIN_01_01",25.1721624,45.6644426,"1","0_10",10,3631.446019,258.7289784,14.03571429,13.494,29.782,23.426,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",336.829,347,3.51801692349339,0.601439833799988
"83","HOF083","SIN_01_01_2","SIN_3","Romania","Sinca","SIN_01_01",25.1721624,45.6644426,"2","10_20",20,2602.596096,159.452928,16.3220339,13.517,30.854,24.497,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",336.829,376,4.13570146856605,0.697468470168189
"84","HOF084","SIN_01_01_3","SIN_4","Romania","Sinca","SIN_01_01",25.1721624,45.6644426,"3","20_40",40,2837.141087,156.7182696,18.10344828,13.527,34.485,28.26,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",336.829,423,4.16668222145672,0.689007075816167
"85","HOF085","SIN_01_01_4","SIN_5","Romania","Sinca","SIN_01_01",25.1721624,45.6644426,"4","40_80",80,5002.571479,287.0327898,17.42857143,13.729,32.821,27.639,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",336.829,433,3.91082649439897,0.644209430488077
"86","HOF086","SIN_01_02_FH","SIN_6","Romania","Sinca","SIN_01_02",25.1722783,45.6651767,"FH","FH",3.5,904.24224,57.999376,15.59055118,13.65,26.157,20.547,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",336.829,501,4.62240483739061,0.743557620062811
"87","HOF087","SIN_01_02_1","SIN_7","Romania","Sinca","SIN_01_02",25.1722783,45.6651767,"1","0_10",10,4107.275037,283.4232343,14.49166667,13.55,31.378,24.167,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",336.829,330,3.79218879247642,0.653927953635912
